particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-13,0,-1020.7699,126.171532,-1268.47217,5.45076609,-3.59784412,0.755403459,-4.52855825,0.105658367,1
4503599660924928,-13,0,753.471252,700.122498,-454.065216,3.75112033,6.77558422,5.87493086,-3.95825124,0.105658367,1
4503599677702144,-13,0,1005.48615,-216.536453,-1969.41479,7.41479301,2.93326926,-0.947111249,-5.89218664,0.105658367,1
4503599694479360,-13,0,-548.118774,-870.319641,-50.0370522,3.43869281,-2.59932208,-3.54867101,-0.213821024,0.105658367,1
9007199271518208,-13,0,-1014.41302,169.87262,876.74408,4.51548767,-2.66096354,0.758243859,2.35364389,0.105658367,1
9007199288295424,13,0,1024.66638,-89.1582413,189.126801,3.49717069,2.86899638,0.0598759688,0.526645064,0.105658367,-1
9007199305072640,13,0,-633.180725,810.538452,757.343933,4.26289701,-3.34342384,3.77905703,3.71303654,0.105658367,-1
9007199321849856,13,0,894.385071,-507.90332,62.9803696,3.43969774,4.91787529,-2.438164,0.335936189,0.105658367,-1
13510798898888704,13,0,1009.06531,199.192627,1809.99292,6.95099688,2.1965487,0.747903883,4.07127094,0.105658367,-1
13510798915665920,-13,0,-1012.36652,181.671463,500.078979,3.82488799,-2.4612,0.754941404,1.24866891,0.105658367,1
13510798932443136,-13,0,-18.493021,1028.3717,224.692764,3.51284218,0.162840441,8.09424496,1.76818597,0.105658367,1
13510798949220352,13,0,138.535324,1019.16553,150.465012,3.52042365,-0.151298597,1.176229,0.171494871,0.105658367,-1
18014398526259200,13,0,-881.665161,-529.67627,824.73468,4.4214468,-1.15462947,-1.05337882,1.24502301,0.105658367,-1
18014398543036416,13,0,875.852905,539.23291,-275.6297,3.5531466,6.2346158,4.20054293,-2.01402879,0.105658367,-1
18014398559813632,-13,0,417.377106,-940.046143,-287.012238,3.56482363,1.71491385,-4.62230873,-1.37486231,0.105658367,1
18014398576590848,-13,0,945.244812,405.465912,-217.893417,3.50829315,6.90732956,2.62740302,-1.56513369,0.105658367,1
22517998153629696,-13,0,171.842712,-1014.08112,-1399.25195,5.79394722,0.678594291,-5.85010099,-8.00834179,0.105658367,1
22517998170406912,-13,0,-981.562927,307.285919,-459.433075,3.76107526,-4.06612921,1.59603798,-1.94956732,0.105658367,1
22517998187184128,13,0,-1014.40826,-169.900665,-401.416443,3.68693209,-3.98869371,-0.980699122,-1.60155642,0.105658367,-1
22517998203961344,13,0,1028.53369,-2.95711231,-1.41297138,3.43330002,5.45839453,0.292655915,-0.00750534562,0.105658367,-1
27021597781000192,-13,0,559.566162,-863.00415,-605.39624,4.01595116,0.462398976,-1.27991986,-0.794059038,0.105658367,1
27021597797777408,-13,0,-659.475281,789.292603,-136.626236,3.46240616,-4.32825661,5.66118002,-0.946316242,0.105658367,1
27021597814554624,-13,0,-669.254272,-781.018005,-1293.24841,5.51543522,-2.52800941,-2.47629857,-4.44388437,0.105658367,1
27021597831331840,13,0,90.9721909,-1024.50684,-42.8325653,3.43458629,1.16555071,-9.63994789,-0.404302955,0.105658367,-1
31525197408370688,13,0,976.699402,-322.410889,-246.115173,3.52959466,5.90672493,-1.62511086,-1.46529806,0.105658367,-1
31525197425147904,13,0,974.145447,330.047058,216.742462,3.52561808,1.70848131,0.904409885,0.405618995,0.105658367,-1
31525197441925120,-13,0,798.644043,547.329773,-3001,10.5345087,1.05179834,0.368943423,-3.41506004,0.105658367,1
31525197458702336,-13,0,-998.335327,-247.420837,2322.03979,8.52431679,-0.768583357,0.12719579,1.71062112,0.105658367,1
36028797035741184,13,0,-492.149658,903.149597,-222.452759,3.51292014,-2.70892334,4.32676411,-1.10340047,0.105658367,-1
36028797052518400,13,0,-206.76329,-1007.54126,-840.537415,4.43218517,-0.962143302,-6.22231674,-5.14334822,0.105658367,-1
36028797069295616,13,0,489.332397,904.679077,-1153.26831,5.15585375,2.61872053,5.48962069,-6.81690598,0.105658367,-1
36028797086072832,-13,0,-227.165619,-1003.13818,-150.174667,3.52494574,-0.542751849,-1.00062478,-0.164130926,0.105658367,1
40532396663111680,-13,0,-963.172791,360.81665,2700.9292,9.64492989,-2.15003324,1.13470328,6.366817,0.105658367,1
40532396679888896,13,0,-659.299255,789.439636,-1954.8446,7.37167978,-2.22727418,2.18588305,-5.92156029,0.105658367,-1
40532396696666112,-13,0,-27.1410637,1028.17981,387.676514,3.6731503,0.223929822,3.20206499,1.20800436,0.105658367,1
40532396713443328,13,0,930.306396,438.657532,1273.65137,5.46415377,3.19834375,1.8489877,4.56942654,0.105658367,-1
45035996290482176,13,0,179.950531,1012.67383,755.966736,4.2659421,0.167847201,2.70697761,1.98911655,0.105658367,-1
45035996307259392,-13,0,724.988159,729.577026,-1258.31946,5.51940393,0.676005602,0.242832303,-0.850218952,0.105658367,1
45035996324036608,-13,0,733.010681,721.516357,379.698242,3.6744175,1.63004136,1.17181635,0.738173306,0.105658367,1
45035996340813824,13,0,-908.650879,481.916992,-5.9564085,3.43360972,-4.73333931,2.16136813,-0.0301163271,0.105658367,-1
49539595917852672,13,0,852.527588,-575.401794,2188.64746,8.07025242,2.56025028,-1.35599732,6.15327835,0.105658367,-1
49539595934629888,13,0,821.176147,-619.322327,-1540.95422,6.18126059,4.5254631,-3.0268445,-8.15244389,0.105658367,-1
49539595951407104,-13,0,786.715332,-662.547729,-6.82043791,3.44765639,1.39295888,-1.57623637,-0.0138986856,0.105658367,1
49539595968184320,-13,0,308.52002,-981.17572,-48.2717133,3.43540978,2.57878852,-9.22919846,-0.449661344,0.105658367,1
54043195545223168,-13,0,424.380707,936.905273,102.259377,3.45193434,2.00281334,3.67429233,0.41567412,0.105658367,1
54043195562000384,-13,0,529.802856,-881.589111,-2819.15234,10.0183258,0.623561382,-1.63621724,-4.77437162,0.105658367,1
54043195578777600,-13,0,641.425598,804.029663,683.110229,4.12018061,4.093153,4.63634253,4.10585499,0.105658367,1
54043195595554816,-13,0,166.418503,-1014.98541,1261.58594,5.43167639,0.44346711,-4.61042595,5.67696285,0.105658367,1
58546795172593664,13,0,-988.155212,-285.376556,353.398224,3.6487174,-1.64629734,-0.796395421,0.625363886,0.105658367,-1
58546795189370880,-13,0,986.217651,292.002014,935.541504,4.64337397,3.06735945,0.586612463,2.83595538,0.105658367,1
58546795206148096,-13,0,960.983887,366.606689,-1746.0459,6.76266813,3.34291124,0.945266783,-5.88967896,0.105658367,1
