particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-13,0,0,0,0,0,2.2479136,3.98135543,6.46006012,0.105658367,1
4503599660924928,13,0,0,0,0,0,-2.17707133,-1.2181375,-2.50351286,0.105658367,-1
4503599677702144,13,0,0,0,0,0,6.75960636,-0.364490092,-5.48592329,0.105658367,-1
4503599694479360,13,0,0,0,0,0,1.06126523,3.97205806,-1.8964901,0.105658367,-1
9007199271518208,13,0,0,0,0,0,3.85102034,-1.2902199,-1.56679952,0.105658367,-1
9007199288295424,13,0,0,0,0,0,2.65225959,0.914659023,7.71418381,0.105658367,-1
9007199305072640,-13,0,0,0,0,0,5.89180422,2.45178604,-2.21122527,0.105658367,1
9007199321849856,-13,0,0,0,0,0,1.50098264,7.73249197,4.4185915,0.105658367,1
13510798898888704,13,0,0,0,0,0,-1.85832405,-0.422131628,1.81405449,0.105658367,-1
13510798915665920,13,0,0,0,0,0,-2.94344902,1.58940852,0.499092638,0.105658367,-1
13510798932443136,-13,0,0,0,0,0,1.07788014,-0.168797716,0.741690934,0.105658367,1
13510798949220352,-13,0,0,0,0,0,3.23528171,5.72698259,4.66845894,0.105658367,1
18014398526259200,-13,0,0,0,0,0,0.262906998,1.90940022,-0.143714011,0.105658367,1
18014398543036416,-13,0,0,0,0,0,2.82398105,5.07787323,6.26557302,0.105658367,1
18014398559813632,13,0,0,0,0,0,2.18750548,3.58401084,1.78377366,0.105658367,-1
18014398576590848,13,0,0,0,0,0,-2.74962521,2.38795638,-2.93540812,0.105658367,-1
22517998153629696,13,0,0,0,0,0,-4.20890474,1.75971222,6.00648022,0.105658367,-1
22517998170406912,-13,0,0,0,0,0,-0.671477616,6.20575428,-3.28928328,0.105658367,1
22517998187184128,13,0,0,0,0,0,-0.829763234,4.48020029,-1.53642476,0.105658367,-1
22517998203961344,-13,0,0,0,0,0,-1.01510084,-2.03387213,-1.87197912,0.105658367,1
27021597781000192,-13,0,0,0,0,0,-0.291143715,1.45326924,1.85637176,0.105658367,1
27021597797777408,-13,0,0,0,0,0,-0.0453760512,-2.08259225,-2.89011312,0.105658367,1
27021597814554624,13,0,0,0,0,0,-2.35368466,0.220438808,1.26663637,0.105658367,-1
27021597831331840,13,0,0,0,0,0,2.406353,2.20822906,6.52568102,0.105658367,-1
31525197408370688,13,0,0,0,0,0,-1.53082979,5.64579868,-2.8174386,0.105658367,-1
31525197425147904,13,0,0,0,0,0,-0.392508656,1.70866811,-0.918239951,0.105658367,-1
31525197441925120,13,0,0,0,0,0,-4.13435507,2.28720427,-5.64642763,0.105658367,-1
31525197458702336,13,0,0,0,0,0,-6.59946918,-3.4133029,-1.32862604,0.105658367,-1
36028797035741184,13,0,0,0,0,0,4.3342104,-7.08448458,-2.1655426,0.105658367,-1
36028797052518400,13,0,0,0,0,0,-1.43177783,0.378738582,3.97422767,0.105658367,-1
36028797069295616,-13,0,0,0,0,0,0.194501922,-2.05428052,-2.36852503,0.105658367,1
36028797086072832,13,0,0,0,0,0,2.02249742,7.85126114,-1.71535397,0.105658367,-1
40532396663111680,-13,0,0,0,0,0,-0.38399598,3.24843645,5.56153297,0.105658367,1
40532396679888896,-13,0,0,0,0,0,-4.93433523,3.8242991,-2.94049788,0.105658367,1
40532396696666112,-13,0,0,0,0,0,0.180883601,2.648525,2.3120892,0.105658367,1
40532396713443328,-13,0,0,0,0,0,-2.56234455,3.9040935,-2.60796857,0.105658367,1
45035996290482176,13,0,0,0,0,0,0.415869147,7.9687891,-3.40401673,0.105658367,-1
45035996307259392,13,0,0,0,0,0,0.575901449,-0.284612328,-1.78845727,0.105658367,-1
45035996324036608,13,0,0,0,0,0,-0.357827187,-3.89734006,-3.73651481,0.105658367,-1
45035996340813824,13,0,0,0,0,0,1.07997119,-2.22697949,3.73701811,0.105658367,-1
49539595917852672,-13,0,0,0,0,0,1.64049399,4.14250422,1.34516764,0.105658367,1
49539595934629888,-13,0,0,0,0,0,2.98870397,-0.805746377,3.73897648,0.105658367,1
49539595951407104,13,0,0,0,0,0,5.92277431,3.69625235,-4.77096367,0.105658367,-1
49539595968184320,13,0,0,0,0,0,0.807672799,-0.499499172,-0.704584718,0.105658367,-1
54043195545223168,13,0,0,0,0,0,-5.44691133,-2.36949205,3.28213859,0.105658367,-1
54043195562000384,-13,0,0,0,0,0,-3.63157558,0.192549318,5.53502321,0.105658367,1
54043195578777600,13,0,0,0,0,0,4.84141874,-3.83717203,-4.48557711,0.105658367,-1
54043195595554816,13,0,0,0,0,0,-3.28169537,1.43687904,6.0307436,0.105658367,-1
58546795172593664,13,0,0,0,0,0,6.37953806,0.172395393,5.32123327,0.105658367,-1
58546795189370880,13,0,0,0,0,0,4.21989775,-5.60381794,-1.45429766,0.105658367,-1
58546795206148096,-13,0,0,0,0,0,-7.03235865,1.97528088,-1.76809287,0.105658367,1
58546795222925312,-13,0,0,0,0,0,-6.78150082,3.11253548,2.83285284,0.105658367,1
63050394799964160,-13,0,0,0,0,0,0.514548123,-1.09602749,-0.266831279,0.105658367,1
63050394816741376,-13,0,0,0,0,0,4.11107588,-5.42449856,3.54429364,0.105658367,1
63050394833518592,-13,0,0,0,0,0,0.1639155,-2.40700245,1.71657765,0.105658367,1
63050394850295808,13,0,0,0,0,0,0.61989814,0.354357362,-1.67250478,0.105658367,-1
67553994427334656,13,0,0,0,0,0,-1.18813717,-0.200585291,-2.74125695,0.105658367,-1
67553994444111872,13,0,0,0,0,0,-3.08768129,0.736982286,3.5624373,0.105658367,-1
67553994460889088,13,0,0,0,0,0,2.81881666,-0.60758251,1.06836748,0.105658367,-1
67553994477666304,-13,0,0,0,0,0,3.31389499,1.15021861,-2.7175808,0.105658367,1
72057594054705152,-13,0,0,0,0,0,5.59880495,3.91714501,-1.39798903,0.105658367,1
72057594071482368,-13,0,0,0,0,0,4.87303209,6.93133545,-0.588255882,0.105658367,1
72057594088259584,-13,0,0,0,0,0,-3.12027478,-0.453588009,2.42995381,0.105658367,1
72057594105036800,13,0,0,0,0,0,-0.326412648,1.44144773,-0.622453392,0.105658367,-1
76561193682075648,-13,0,0,0,0,0,2.81095171,-4.24511003,3.44990945,0.105658367,1
76561193698852864,-13,0,0,0,0,0,1.39526808,-6.65627861,0.0850916281,0.105658367,1
76561193715630080,13,0,0,0,0,0,3.38597441,-6.35638952,-5.88802004,0.105658367,-1
76561193732407296,-13,0,0,0,0,0,-0.932977498,-1.93082631,0.00657084351,0.105658367,1
81064793309446144,13,0,0,0,0,0,-0.673211753,-8.67578316,1.91770697,0.105658367,-1
81064793326223360,-13,0,0,0,0,0,4.8455658,-2.50351191,8.07384396,0.105658367,1
81064793343000576,-13,0,0,0,0,0,2.72082901,6.68757868,-3.63818741,0.105658367,1
81064793359777792,13,0,0,0,0,0,2.20388103,-2.54204369,-7.95856524,0.105658367,-1
85568392936816640,13,0,0,0,0,0,-2.58216572,-1.43902874,0.413936943,0.105658367,-1
85568392953593856,-13,0,0,0,0,0,0.860579312,-0.148247227,-0.982869804,0.105658367,1
85568392970371072,13,0,0,0,0,0,-1.56602001,3.87202501,-2.86727858,0.105658367,-1
85568392987148288,-13,0,0,0,0,0,-6.19417048,3.9481566,3.0501802,0.105658367,1
90071992564187136,-13,0,0,0,0,0,-6.67809296,-1.04079473,-0.195313916,0.105658367,1
90071992580964352,-13,0,0,0,0,0,-4.22037554,-3.31993437,-4.8527813,0.105658367,1
90071992597741568,-13,0,0,0,0,0,6.14116812,0.407401711,3.22441149,0.105658367,1
90071992614518784,-13,0,0,0,0,0,-2.43733072,-2.37844086,0.523103058,0.105658367,1
