particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-13,0,0,0,0,0,-2.72668791,-7.96637821,-0.195214659,0.105658367,1
4503599660924928,-13,0,0,0,0,0,3.79076028,0.796526372,1.05991447,0.105658367,1
4503599677702144,-13,0,0,0,0,0,0.686166048,0.185269967,-1.98812032,0.105658367,1
4503599694479360,13,0,0,0,0,0,-0.88385123,-2.38611293,-5.13007021,0.105658367,-1
9007199271518208,-13,0,0,0,0,0,0.89669919,-3.47012687,2.85481358,0.105658367,1
9007199288295424,13,0,0,0,0,0,1.69784415,2.81581235,0.215549484,0.105658367,-1
9007199305072640,13,0,0,0,0,0,-8.9488678,-0.75226599,3.51763892,0.105658367,-1
9007199321849856,-13,0,0,0,0,0,-2.51334953,0.564649165,-2.14618826,0.105658367,1
13510798898888704,-13,0,0,0,0,0,5.40008545,-1.91332972,-3.31757569,0.105658367,1
13510798915665920,-13,0,0,0,0,0,-0.134627104,2.45130062,-1.78104949,0.105658367,1
13510798932443136,13,0,0,0,0,0,0.918157995,1.20203459,-0.814688683,0.105658367,-1
13510798949220352,-13,0,0,0,0,0,-5.39528322,-4.87029362,-5.0510664,0.105658367,1
18014398526259200,-13,0,0,0,0,0,3.40251517,8.6667366,-1.15574503,0.105658367,1
18014398543036416,13,0,0,0,0,0,-4.56374454,-1.13066018,-6.19159985,0.105658367,-1
18014398559813632,-13,0,0,0,0,0,-0.644620001,0.204263955,-0.764806032,0.105658367,1
18014398576590848,-13,0,0,0,0,0,1.02571893,0.941447914,-2.22894311,0.105658367,1
22517998153629696,13,0,0,0,0,0,1.57677507,-4.34751272,-5.28397942,0.105658367,-1
22517998170406912,-13,0,0,0,0,0,-0.347134858,-4.96490717,-3.06340432,0.105658367,1
22517998187184128,13,0,0,0,0,0,-2.69201422,-1.02595782,-0.243637979,0.105658367,-1
22517998203961344,-13,0,0,0,0,0,7.46943903,5.43962431,-1.91419041,0.105658367,1
27021597781000192,-13,0,0,0,0,0,2.13569903,1.5044663,-1.79308879,0.105658367,1
27021597797777408,13,0,0,0,0,0,1.05129814,-4.46404648,0.291625291,0.105658367,-1
27021597814554624,13,0,0,0,0,0,0.395295948,-5.01355457,5.85950613,0.105658367,-1
27021597831331840,-13,0,0,0,0,0,1.07752013,1.18109763,3.28469014,0.105658367,1
31525197408370688,13,0,0,0,0,0,-7.83016825,2.49953318,-2.67796874,0.105658367,-1
31525197425147904,13,0,0,0,0,0,3.42362952,-3.49042845,-2.82344484,0.105658367,-1
31525197441925120,-13,0,0,0,0,0,-0.827932596,-0.937101722,0.438727975,0.105658367,1
31525197458702336,-13,0,0,0,0,0,4.79905653,0.23947835,-2.82263899,0.105658367,1
36028797035741184,13,0,0,0,0,0,2.87171817,1.38235295,0.143169791,0.105658367,-1
36028797052518400,-13,0,0,0,0,0,-2.1927774,1.29770207,1.65581787,0.105658367,1
36028797069295616,-13,0,0,0,0,0,-6.51927137,-5.5521102,2.58144927,0.105658367,1
36028797086072832,-13,0,0,0,0,0,-3.50684237,0.572297871,-0.359265178,0.105658367,1
40532396663111680,13,0,0,0,0,0,6.05294371,-6.25614548,-1.83628428,0.105658367,-1
40532396679888896,-13,0,0,0,0,0,3.18222475,-3.76819062,7.25677156,0.105658367,1
40532396696666112,13,0,0,0,0,0,-5.65870047,-4.65776587,2.9928081,0.105658367,-1
40532396713443328,-13,0,0,0,0,0,-1.53907275,0.743919611,2.74053454,0.105658367,1
45035996290482176,13,0,0,0,0,0,-0.173363388,1.10050189,-3.060323,0.105658367,-1
45035996307259392,-13,0,0,0,0,0,-4.10747385,4.74226046,5.33301926,0.105658367,1
45035996324036608,13,0,0,0,0,0,6.9013896,1.82631552,-4.75444317,0.105658367,-1
45035996340813824,13,0,0,0,0,0,-0.549423814,-0.75344795,-0.83738637,0.105658367,-1
49539595917852672,13,0,0,0,0,0,0.535250783,-1.91125429,-3.2991631,0.105658367,-1
49539595934629888,13,0,0,0,0,0,-7.46996307,5.13063955,3.58816457,0.105658367,-1
49539595951407104,-13,0,0,0,0,0,6.81339693,-2.51265693,5.20776606,0.105658367,1
49539595968184320,-13,0,0,0,0,0,0.687590599,-1.4165076,0.233874857,0.105658367,1
54043195545223168,-13,0,0,0,0,0,3.86137176,4.15198469,-6.51914072,0.105658367,1
54043195562000384,13,0,0,0,0,0,3.88649535,-2.48518658,4.47395372,0.105658367,-1
54043195578777600,13,0,0,0,0,0,-2.41404533,-4.68779135,-1.81620622,0.105658367,-1
54043195595554816,13,0,0,0,0,0,4.91499758,1.18844259,5.25447893,0.105658367,-1
58546795172593664,13,0,0,0,0,0,0.833154917,0.662599564,-0.479155123,0.105658367,-1
58546795189370880,13,0,0,0,0,0,-1.26148748,-0.91857034,3.32511115,0.105658367,-1
58546795206148096,-13,0,0,0,0,0,2.03252816,-4.37451458,-3.14182568,0.105658367,1
58546795222925312,13,0,0,0,0,0,-1.73316216,1.97551703,-2.12375188,0.105658367,-1
63050394799964160,13,0,0,0,0,0,9.12090397,1.50609851,1.2659359,0.105658367,-1
63050394816741376,13,0,0,0,0,0,2.05673885,6.74480629,5.96202803,0.105658367,-1
63050394833518592,-13,0,0,0,0,0,-3.5992918,2.00909376,-2.5280447,0.105658367,1
63050394850295808,-13,0,0,0,0,0,3.8739078,0.393654794,-3.3162303,0.105658367,1
67553994427334656,13,0,0,0,0,0,8.03450394,1.12384653,5.84046459,0.105658367,-1
67553994444111872,13,0,0,0,0,0,0.124653667,-3.38765621,6.15582657,0.105658367,-1
67553994460889088,13,0,0,0,0,0,-2.10600448,-2.02871919,2.30828667,0.105658367,-1
67553994477666304,13,0,0,0,0,0,-1.29840827,-2.13503981,-6.64741135,0.105658367,-1
72057594054705152,-13,0,0,0,0,0,-4.445086,-6.39350033,0.642910719,0.105658367,1
72057594071482368,-13,0,0,0,0,0,4.19509077,6.74171352,-2.43670225,0.105658367,1
72057594088259584,-13,0,0,0,0,0,8.19758606,-2.00235415,0.68583107,0.105658367,1
72057594105036800,-13,0,0,0,0,0,0.679057062,-0.0409891792,-0.926471829,0.105658367,1
76561193682075648,-13,0,0,0,0,0,1.20268369,4.61642599,1.02506924,0.105658367,1
76561193698852864,13,0,0,0,0,0,3.1469183,1.39167905,-3.98271751,0.105658367,-1
76561193715630080,-13,0,0,0,0,0,-1.99382782,-0.290250182,-0.642082036,0.105658367,1
76561193732407296,13,0,0,0,0,0,-0.25360778,-3.95394588,0.179386109,0.105658367,-1
81064793309446144,13,0,0,0,0,0,0.70667845,-1.02189362,1.32837653,0.105658367,-1
81064793326223360,-13,0,0,0,0,0,-6.76638937,2.49591875,-6.92492342,0.105658367,1
81064793343000576,-13,0,0,0,0,0,-0.096402131,1.12086225,-0.34054327,0.105658367,1
81064793359777792,13,0,0,0,0,0,-2.92133927,-1.4274739,-2.66148973,0.105658367,-1
85568392936816640,13,0,0,0,0,0,-0.040528778,-1.36885273,0.351805001,0.105658367,-1
85568392953593856,13,0,0,0,0,0,0.245563403,-9.51328564,-0.487800598,0.105658367,-1
85568392970371072,-13,0,0,0,0,0,-0.252922356,-8.09729862,-3.21496224,0.105658367,1
85568392987148288,13,0,0,0,0,0,6.51045561,-2.15445566,-7.07426167,0.105658367,-1
90071992564187136,-13,0,0,0,0,0,-0.781539679,0.965984046,-0.379310131,0.105658367,1
90071992580964352,-13,0,0,0,0,0,-5.75561094,-3.01209259,2.09522462,0.105658367,1
90071992597741568,-13,0,0,0,0,0,6.76850033,3.42277932,-0.421574265,0.105658367,1
90071992614518784,-13,0,0,0,0,0,-5.42474461,3.30882049,1.59418976,0.105658367,1
