particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
4503599644147712,-13,0,0,0,0,0,-0.306635082,0.844695866,0.474022537,0.105658367,1
4503599660924928,-13,0,0,0,0,0,0.757306099,-1.39867091,-4.64518833,0.105658367,1
4503599677702144,-13,0,0,0,0,0,-3.55186152,-3.79780889,6.70554113,0.105658367,1
4503599694479360,13,0,0,0,0,0,2.08994269,-0.975737929,-1.53358543,0.105658367,-1
9007199271518208,13,0,0,0,0,0,3.18690777,1.56760788,5.09507942,0.105658367,-1
9007199288295424,13,0,0,0,0,0,-3.83737826,-4.40940428,5.00782681,0.105658367,-1
9007199305072640,13,0,0,0,0,0,-4.95972729,7.6097846,4.01380682,0.105658367,-1
9007199321849856,13,0,0,0,0,0,4.30171871,5.04507303,-5.37732697,0.105658367,-1
13510798898888704,-13,0,0,0,0,0,-0.845234871,3.14094806,0.664808512,0.105658367,1
13510798915665920,13,0,0,0,0,0,-1.0624994,-1.8108964,0.79806596,0.105658367,-1
13510798932443136,-13,0,0,0,0,0,-1.8314079,0.53162837,-3.81647682,0.105658367,1
13510798949220352,13,0,0,0,0,0,6.53883028,-1.55237246,-1.88484979,0.105658367,-1
18014398526259200,13,0,0,0,0,0,6.67443275,-0.514642119,-0.607750118,0.105658367,-1
18014398543036416,13,0,0,0,0,0,6.34747982,-2.4318316,-2.0317657,0.105658367,-1
18014398559813632,-13,0,0,0,0,0,3.86671376,-1.35391116,-3.74774861,0.105658367,1
18014398576590848,13,0,0,0,0,0,0.703149438,-4.99471951,3.63342023,0.105658367,-1
22517998153629696,-13,0,0,0,0,0,1.48968375,5.90283108,-6.46482229,0.105658367,1
22517998170406912,-13,0,0,0,0,0,-1.40732241,0.070994541,0.461186439,0.105658367,1
22517998187184128,-13,0,0,0,0,0,-4.11347532,-7.14569569,-2.38445616,0.105658367,1
22517998203961344,13,0,0,0,0,0,2.08554459,-2.65250802,-5.22203588,0.105658367,-1
27021597781000192,13,0,0,0,0,0,8.65853405,4.42235756,-0.534641325,0.105658367,-1
27021597797777408,13,0,0,0,0,0,2.65419388,6.34363174,-3.20203543,0.105658367,-1
27021597814554624,13,0,0,0,0,0,4.75602579,-3.39059091,3.54878354,0.105658367,-1
27021597831331840,-13,0,0,0,0,0,-3.07851982,-1.56767857,7.17101097,0.105658367,1
31525197408370688,-13,0,0,0,0,0,2.24807048,3.66100144,2.0174377,0.105658367,1
31525197425147904,-13,0,0,0,0,0,5.69803715,-2.96505761,-1.28049648,0.105658367,1
31525197441925120,13,0,0,0,0,0,6.90307713,-5.59991884,-3.06665659,0.105658367,-1
31525197458702336,13,0,0,0,0,0,-7.080616,4.58899784,-2.47612023,0.105658367,-1
36028797035741184,13,0,0,0,0,0,1.32160604,-3.75587082,2.3011992,0.105658367,-1
36028797052518400,13,0,0,0,0,0,1.31376874,-3.0464673,-1.82559931,0.105658367,-1
36028797069295616,-13,0,0,0,0,0,1.7810756,0.43997395,1.28141439,0.105658367,1
36028797086072832,13,0,0,0,0,0,3.49129128,0.297451198,-0.292743325,0.105658367,-1
40532396663111680,13,0,0,0,0,0,-7.10254526,-0.0240788981,-0.252514869,0.105658367,-1
40532396679888896,-13,0,0,0,0,0,1.00883842,2.15677571,-2.22190905,0.105658367,1
40532396696666112,-13,0,0,0,0,0,2.99160314,-8.12922096,-3.2577579,0.105658367,1
40532396713443328,-13,0,0,0,0,0,2.0690887,-8.77009106,1.14408314,0.105658367,1
45035996290482176,-13,0,0,0,0,0,-0.921251595,-0.656335235,-1.39090562,0.105658367,1
45035996307259392,13,0,0,0,0,0,0.875325859,3.18504524,8.22996807,0.105658367,-1
45035996324036608,13,0,0,0,0,0,-3.58643174,1.7407856,-3.99797654,0.105658367,-1
45035996340813824,13,0,0,0,0,0,-1.97108591,1.65026069,2.55266953,0.105658367,-1
